,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
3065,3065,flow of energy,Which animals consume the mice?,mountain lions,hawks and snakes,deer,rabbit,hawks and snakes,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,b,hawks and snakes
3066,3066,flow of energy,How many organisms in this food web are carnivores?,2,3,5,4,3,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,d,4
3067,3067,flow of energy,How many plants are shown in this diagram?,3,4,1,2,3,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,a,3
3068,3068,flow of energy,Which plant has more consumers?,Shrubs,Trees,Grasses,Mice,Shrubs,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,c,Grasses
3069,3069,flow of energy,Who eats rabbits?,deer,snakes,"hawks, mountain lions",mice,"hawks, mountain lions",../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,c,"hawks, mountain lions"
3070,3070,flow of energy,What does the squirrel feed on?,oak acorns and pine,salamander,hawk,kinglet,oak acorns and pine,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,a,oak acorns and pine
3071,3071,flow of energy,Identify which ARE NOT decomposers,Pine Borer,Acorns,Kinglet,Squirrel,Pine Borer,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,a,Pine Borer
3072,3072,flow of energy,Which of the following are consumed by salamanders?,Pine borers,Foxes,Pine,Squirrels,Pine borers,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,a,Pine borers
3073,3073,flow of energy,How many consumers do you see in this food web?,5,4,8,6,6,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,d,6
3074,3074,flow of energy,What would happen to the population of pine borers if all the oak trees were cut down?,The population of pine borers would not be affected.,The population of pine borers would decrease.,The population of pine borers would greatly increase.,The population of pine borers would slightly increase.,The population of pine borers would not be affected.,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,c.,The population of pine borers would greatly increase.
3075,3075,flow of energy,Which one eats kinglet?,squirrel,hawk,fox,pine borer,fox,../Dataset/test/question_images/food_chains_webs_807.png,No,a diagram of food webs with different types of food,b,hawk
3076,3076,flow of energy,What is at the lowest level of the food web?,green plants,mouse,spider,shrew,green plants,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,a,green plants
3077,3077,flow of energy,Which one eats the wood mouse?,owl,snail,grasshopper,shrew,owl,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,a,owl
3078,3078,flow of energy,What animal is the top predator in this food chain?,shrew,beetle,Owl,snail,Owl,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,c,Owl
3079,3079,flow of energy,Which animals both consume the spider?,owl,beetle,grasshopper,wood mouse and shrew,wood mouse and shrew,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,a,owl
3080,3080,flow of energy,How many insects are shown in this diagram?,3,2,4,1,4,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,c,4
3081,3081,flow of energy,The beetle is eaten by .... organisms.,4,5,2,3,3,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,a,4
3082,3082,flow of energy,What animal is at the top of this food chain?,shrew,Wood mouse,owl,Spider,owl,../Dataset/test/question_images/food_chains_webs_808.png,No,a diagram of a garden with several different plants and names,c,owl
3083,3083,flow of energy,Which one is a decomposer?,Snapper,Algae,Heron,Crab,Crab,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,b,Algae
3084,3084,flow of energy,"From the diagram, identify a tertiary consumer.",heron,shrimp,crab,snapper,heron,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,a,heron
3085,3085,flow of energy,How many organisms in this diagram eat the crab?,One,Three,Two,Four,Two,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,b,Three
3086,3086,flow of energy,Name a producer in this food web.,Heron,Snapper,Crab,Algae,Algae,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,d,Algae
3087,3087,flow of energy,How many animal species in the diagram feed on bacteria and dead organic matter?,1,2,3,4,2,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,d,4
3088,3088,flow of energy,How many animals in the diagram eat shrimp?,4,1,3,2,2,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,a,4
3089,3089,flow of energy,"If Heron eats crab, what does the Snapper eat?",Bacteria,Algae,Shrimp,Heron,Shrimp,../Dataset/test/question_images/food_chains_webs_809.png,No,a diagram of the food web for different types of animals,c,Shrimp
3090,3090,flow of energy,Who is the producer of the food chain in the diagram?,Spartina,Hogma,Pardosa,Tytthus,Spartina,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,a,Spartina
3091,3091,flow of energy,What consumes pardosa in the diagram?,tytthus,grammonota,hogna,prokelisia,hogna,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,d,prokelisia
3092,3092,flow of energy,Which of the following are consumed by grammonota?,Hogna,Prokelisia,Pardosa,Tytthus,Prokelisia,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,a,Hogna
3093,3093,flow of energy,How many insects feed on spartina in the below food web?,3,2,1,4,1,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,a,3
3094,3094,flow of energy,How many legs are there on the hogna?,6,8,4,9,8,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,a,6
3095,3095,flow of energy,Who eats spartina?,pardosa,prokelisia,hogna,tytthus,prokelisia,../Dataset/test/question_images/food_chains_webs_810.png,No,a diagram of a spider and its life cycle,d,tytthus
3096,3096,flow of energy,Which of the following does not eat mice?,Owls,Snakes,Frogs,Hawks,Frogs,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,c,Frogs
3097,3097,flow of energy,The biggest chain in the web is composed by how many elements?,Three,Four,Two,Five,Five,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,d,Five
3098,3098,flow of energy,Which animal EATS green plants and is EATEN BY owls?,Grasshoppers,Hawks,Frogs,Mice,Mice,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,a,Grasshoppers
3099,3099,flow of energy,How many omnivores are in the diagram?,1,5,2,6,1,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,c,2
3100,3100,flow of energy,How many producers are shown in the diagram?,3,1,4,2,1,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,a,3
3101,3101,flow of energy,If grass production is reduced what would happen to the Grasshopper population?,Increase,Decrease,No change,Not enough information to tell,Decrease,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,b,Decrease
3102,3102,flow of energy,Which one eats snakes?,mice,hawks,frogs,owls,hawks,../Dataset/test/question_images/food_chains_webs_811.png,No,a diagram of a food web with different animals and plants,d,owls
3103,3103,flow of energy,What are the two producers in the diagram?,grasses and corn,snakes and hawks,rats and mice,goats and chickens,grasses and corn,../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,a,grasses and corn
3104,3104,flow of energy,How many producers are there in the food web?,One,Four,Two,Three,Two,../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,d,Three
3105,3105,flow of energy,What animals do hawks eat?,"rats, mice",chickens,coyotes,snakes,"rats, mice",../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,a,"rats, mice"
3106,3106,flow of energy,How many food sources are shown for the Coyote?,Four,Three,Five,Two,Four,../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,b,Three
3107,3107,flow of energy,How many birds are depicted in the food web?,1,2,3,4,2,../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,d,4
3108,3108,flow of energy,How many plant food sources are there in the diagram?,8,2,6,1,2,../Dataset/test/question_images/food_chains_webs_812.png,No,a diagram of a food chain with several different types of food,c,6
3109,3109,flow of energy,Who are the producers of the food chain?,Birds,Humans,Harmful algae,Dolphins,Harmful algae,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,c,Harmful algae
3110,3110,flow of energy,Which one eats harmful algae?,bird,human,dolphin,whale,whale,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,c,dolphin
3111,3111,flow of energy,Harmful algae are passed into humans by eating?,birds,dolphins,fish and shellfish,whale,fish and shellfish,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,c,fish and shellfish
3112,3112,flow of energy,Which animal is the producer in this food chain?,Algae,Shellfish,Human,Fish,Algae,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,a,Algae
3113,3113,flow of energy,How many consumers eat shellfish?,1,4,3,2,2,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,c,3
3114,3114,flow of energy,How many organisms eat shellfish in the diagram?,3,5,2,1,2,../Dataset/test/question_images/food_chains_webs_814.png,No,a diagram of a fish life cycle with a man and a whale,a,3
3115,3115,flow of energy,What does the sparrow feed on?,Fox,Owl,Raspberries,Rabbit,Raspberries,../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",c,Raspberries
3116,3116,flow of energy,What animal(s) sit atop of the food chain?,"Hawk, Mountain lion, Owl",Hawk,Mountain lion and Hawk,Mountain lion,"Hawk, Mountain lion, Owl",../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",d,Mountain lion
3117,3117,flow of energy,Which animals consume the sparrow?,"hawk, fox and owl",rabbit,mountain lion,owl,"hawk, fox and owl",../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",a,"hawk, fox and owl"
3118,3118,flow of energy,How many animals are consumers in this diagram?,4,1,3,6,6,../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",a,4
3119,3119,flow of energy,How many animals eat the raspberry bush?,1,4,2,3,2,../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",d,3
3120,3120,flow of energy,"In the diagram, what eats Fox?",Rabbit,Hawk,Owl,Mountain Lion,Mountain Lion,../Dataset/test/question_images/food_chains_webs_816.png,No,"a diagram of a bird, a fox, a rabbit, and a raccoon",d,Mountain Lion
3121,3121,flow of energy,What does the tadpole feed on in this food web?,duckweed,tilapia,kingfisher,great diving beetle,duckweed,../Dataset/test/question_images/food_chains_webs_820.png,No,a diagram of a circular diagram with the words'the great diving beetle ',a,duckweed
